dico,concelho,24/03/2020,25/03/2020,26/03/2020,27/03/2020,28/03/2020,29/03/2020,30/03/2020,31/03/2020,01/04/2020,02/04/2020,03/04/2020,04/04/2020,05/04/2020,06/04/2020,07/04/2020,08/04/2020,09/04/2020,10/04/2020,11/04/2020,12/04/2020,13/04/2020,14/04/2020,15/04/2020,16/04/2020,17/04/2020,18/04/2020,19/04/2020,20/04/2020,21/04/2020,22/04/2020,23/04/2020,24/04/2020,25/04/2020,mais_recente,26/04/2020,27/04/2020,28/04/2020,29/04/2020,30/04/2020,01/05/2020,02/05/2020,03/05/2020,04/05/2020,05/05/2020,06/05/2020,07/05/2020,08/05/2020,09/05/2020,10/05/2020,11/05/2020,12/05/2020,13/05/2020,14/05/2020,15/05/2020,16/05/2020,17/05/2020,18/05/2020,19/05/2020,20/05/2020,21/05/2020,22/05/2020,23/05/2020,24/05/2020,25/05/2020,26/05/2020,27/05/2020,28/05/2020,29/05/2020,30/05/2020,31/05/2020,01/06/2020,02/06/2020,03/06/2020,04/06/2020,05/06/2020,06/06/2020,07/06/2020,08/06/2020,09/06/2020,10/06/2020,11/06/2020,12/06/2020,13/06/2020,14/06/2020,15/06/2020,16/06/2020,17/06/2020,18/06/2020,19/06/2020,20/06/2020,21/06/2020,22/06/2020,23/06/2020,24/06/2020,25/06/2020,26/06/2020,27/06/2020,28/06/2020,29/06/2020,30/06/2020
"1510","SEIXAL","21","29","29","29","59","66","68","71","79","85","92","96","101","102","109","113","116","125","127","129","129","129","129","134","139","143","138","139","137","137","147","148","152","405","160","162","163","163","165","165","165","165","165","165","167","169","178","181","191","191","199","210","219","231","239","253","262","267","275","283","291","300","307","318","322","335","343","359","369","384","385","397","405",,,,,,,,,,,,,,,,,,,,,,,,,,,
"1511","SESIMBRA","4","4","4","4","7","10","11","10","10","9","10","12","13","12","13","13","16","17","17","17","17","17","16","19","19","20","20","20","20","19","19","19","19","40","20","20","20","20","19","19","19","20","20","21","21","23","23","23","23","23","23","23","23","23","25","25","25","26","26","29","29","31","32","32","32","33","34","35","37","37","37","37","40",,,,,,,,,,,,,,,,,,,,,,,,,,,
"1512","SETÚBAL","7","9","9","9","15","20","24","25","31","33","34","36","37","37","40","43","44","52","52","53","55","56","59","60","60","62","61","61","59","62","59","59","59","107","59","59","59","59","60","60","60","61","61","63","63","64","64","67","67","68","68","69","71","72","74","76","77","80","83","83","83","83","83","88","90","97","98","101","101","104","105","106","107",,,,,,,,,,,,,,,,,,,,,,,,,,,
"1513","SINES",,,,,,"4","4","3","3","4","3","4","4","3","4","4","4","4","4","4","4","4","4","4","4","4","4","4",,,,,,"3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3","3",,,,,,,,,,,,,,,,,,,,,,,,,,,
"1601","ARCOS DE VALDEVEZ","3","3","8","8","7","9","9","9","11","12","12","19","21","21","26","26","32","34","39","42","42","44","44","45","47","49","51","51","48","48","50","50","50","73","59","59","61","61","66","66","66","66","64","64","64","64","67","67","68","68","69","70","70","70","70","71","71","72","73","73","73","73","73","73","73","73","73","73","73","73","73","73","73",,,,,,,,,,,,,,,,,,,,,,,,,,,
"1602","CAMINHA",,,"3","3","3","3","3","3","3","3","4","6","7","7","8","8","8","9","9","9","9","10","11","11","12","12","13","13","14","14","14","14","14","19","14","14","14","14","15","15","15","16","16","16","16","16","16","38","16","16","16","16","17","18","18","18","18","18","18","38","38","19","19","19","19","19","19","19","19","19","19","19","19",,,,,,,,,,,,,,,,,,,,,,,,,,,
"1603","MELGAÇO",,,,,,,"4","4","5","5","7","7","7","8","9","12","14","14","14","14","14","15","23","31","32","31","32","32","31","31","32","32","32","63","36","36","38","38","50","53","53","53","52","53","53","53","54","54","54","54","54","54","54","54","54","54","54","57","61","62","62","62","62","62","63","63","63","63","63","63","63","63","63",,,,,,,,,,,,,,,,,,,,,,,,,,,
"1604","MONÇÃO",,,,,"3","3","3","5","5","5","5","6","6","6","7","9","11","11","11","11","20","20","27","31","54","54","54","58","62","62","66","66","66","116","68","68","68","68","92","98","98","99","100","101","104","105","105","107","108","108","110","110","110","111","111","111","111","111","111","114","114","114","114","116","116","116","116","116","116","116","116","116","116",,,,,,,,,,,,,,,,,,,,,,,,,,,
"1605","PAREDES DE COURA",,,,,,,,,,"3","3","3","3","5","6","6","6","6","6","6","6","6","6","6","6","6","7","7","7","7","7","7","7","7","7","7","7","7","7","7","7","7","7","7","7","7","7","7","7","7","7","7","7","7","7","7","7","7","7","7","7","7","7","7","7","7","7","7","7","7","7","7","7",,,,,,,,,,,,,,,,,,,,,,,,,,,
"1606","PONTE DA BARCA",,,,,,,,,,,,,,,,,"3","3","4","4","4","4","4","4","4","4","5","5","5","5","5","5","5","6","7","7","7","7","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6",,,,,,,,,,,,,,,,,,,,,,,,,,,
"1607","PONTE DE LIMA",,,"5","5","5","3","5",,,,,"5","6","7","12","12","16","17","19","19","19","21","22","22","22","22","22","22","23","23","24","24","24","30","24","24","24","24","23","23","26","26","25","25","25","26","26","26","26","27","27","27","27","27","27","27","27","27","27","27","28","28","28","28","28","28","28","28","29","29","29","30","30",,,,,,,,,,,,,,,,,,,,,,,,,,,
"1608","VALENÇA",,,,,,,,,"3","3","3","3","4","4","4","5","6","6","6","6","6","6","6","7","7","7","7","7","7","7","7","7","7","12","7","7","7","7","7","7","7","7","6","6","7","12","12","12","12","12","12","12","12","12","12","12","12","12","12","12","12","12","12","12","12","12","12","12","12","12","12","12","12",,,,,,,,,,,,,,,,,,,,,,,,,,,
"1609","VIANA DO CASTELO","7","7","19","19","24","33","36","33","34","34","38","39","49","68","75","79","82","87","95","104","104","110","120","125","126","127","128","128","131","134","132","132","133","187","144","144","144","144","158","160","164","164","162","163","163","167","172","174","174","174","176","176","177","178","179","179","179","179","182","183","183","183","184","184","185","186","186","186","186","186","186","186","187",,,,,,,,,,,,,,,,,,,,,,,,,,,
"1610","VILA NOVA DE CERVEIRA",,,,,,,,,,,,,,,,,"3","3","4","4","4","4","4","6","6","6","6","6","6","6","6","6","6","9","6","6","6","6","7","7","7","7","7","7","7","7","7","7","7","7","7","7","7","7","6","6","7","7","7","7","7","8","8","8","8","8","8","9","9","9","9","9","9",,,,,,,,,,,,,,,,,,,,,,,,,,,
"1701","ALIJÓ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4","3","3","3","3","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4",,,,,,,,,,,,,,,,,,,,,,,,,,,
"1702","BOTICAS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1703","CHAVES","3","3","3","3","10","11","12","10","11","11","11","13","16","16","16","16","15","19","19","19","19","20","20","20","21","21","21","21","23","23","23","23","23","26","25","25","25","25","25","25","26","26","25","26","26","26","26","26","26","26","26","26","26","26","26","26","26","26","26","26","26","26","26","26","26","26","26","26","26","26","26","26","26",,,,,,,,,,,,,,,,,,,,,,,,,,,
"1704","MESÃO FRIO",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1705","MONDIM DE BASTO",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1706","MONTALEGRE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3","3","3","3","3","3","3","3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3",,,,,,,,,,,,,,,,,,,,,,,,,,,
"1707","MURÇA",,,,,,,,,,,,,,,,,,,,,,,"3","4","4","4","4","4","9","9","10","10","10","20","12","12","12","12","17","18","19","20","20","20","20","19","19","19","19","19","19","19","19","20","20","20","20","20","20","20","20","20","20","20","20","20","20","20","20","20","20","20","20",,,,,,,,,,,,,,,,,,,,,,,,,,,
"1708","PESO DA RÉGUA",,,,,,"5","6","3","5","9","9","9","9","9","9","9","10","11","13","15","15","15","24","44","45","47","47","48","52","52","52","52","52","65","52","52","52","52","51","51","51","53","53","53","53","57","59","59","59","59","59","59","59","59","59","59","61","61","61","61","64","64","64","65","65","65","65","65","65","65","65","65","65",,,,,,,,,,,,,,,,,,,,,,,,,,,
"1709","RIBEIRA DE PENA",,,,,,,,,,,,,,,,,,,,,,,,,,,,"3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3",,,,,,,,,,,,,,,,,,,,,,,,,,,
"1710","SABROSA",,,,,,,,,,,,,,,,,"3","3","3","3","4","4","4","4","4","4","4","4","3","3","4","4","6","7","7","7","7","7","7","7","7","7","7","7","7","7","7","7","7","7","7","7","7","7","7","7","7","7","7","7","7","7","7","7","7","7","7","7","7","7","7","7","7",,,,,,,,,,,,,,,,,,,,,,,,,,,
"1711","SANTA MARTA DE PENAGUIÃO",,,,,,,,,,,,,,,,,,,,,,,,"3","3","3","3","3","3","3",,,,"3",,,,,,,,,,,,,"3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3",,,,,,,,,,,,,,,,,,,,,,,,,,,
"1712","VALPAÇOS",,,,,,"3","3","3","3","3","3","3","3","3","4","4","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6",,,,,,,,,,,,,,,,,,,,,,,,,,,
"1713","VILA POUCA DE AGUIAR",,,,,"3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","6","3","3","3","3","3","3","3","3","3","3","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","6","6","6","6","6","6","6","6","6","6","6","6","6",,,,,,,,,,,,,,,,,,,,,,,,,,,
"1714","VILA REAL","4","9","8","34","98","103","115","121","124","124","124","127","129","129","132","132","131","134","134","137","138","139","143","144","145","147","147","147","144","145","145","145","145","155","151","151","151","151","147","148","149","149","148","149","149","150","150","150","150","150","150","150","150","150","150","150","150","151","151","151","151","152","152","152","152","153","153","153","154","154","154","155","155",,,,,,,,,,,,,,,,,,,,,,,,,,,
"1801","ARMAMAR",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1802","CARREGAL DO SAL",,,,,,,,,,,"3",,,,"3","4","6","6","7","7","7","7","7","7","10","10","11","11","12","12","12","12","12","11","12","12","12","12","12","12","12","12","11","11","11","11","11","11","11","11","11","11","11","11","11","11","11","11","11","11",,"11","11","11","11","11","11","11","11","11","11","11","11",,,,,,,,,,,,,,,,,,,,,,,,,,,
"1803","CASTRO DAIRE",,,,,,,"22",,"4","5","5","6","8","8","8","18","59","64","81","91","91","91","99","99","100","100","101","101","99","99","100","100","99","105","103","104","104","104","102","102","102","102","104","104","104","104","104","104","104","104","104","104","104","104","104","104","104","104","104","104","104","104","104","104","104","104","104","104","104","104","104","104","105",,,,,,,,,,,,,,,,,,,,,,,,,,,
"1804","CINFÃES",,,,,,"3","5","3","4","4","4","3","3","3","4","4","5","6","6","7","7","8","8","8","8","7","8","8","9","9","8","9","9","24","9","10","10","10","10","13","14","15","16","17","17","17","17","17","17","17","19","19","19","19","19","19","19","20","21","22","22","22","22","24","24","24","24","24","24","24","24","24","24",,,,,,,,,,,,,,,,,,,,,,,,,,,
"1805","LAMEGO",,,,,,"4","4","5","6","8","8","8","9","9","10","10","10","10","13","13","15","16","25","25","27","28","29","29","32","32","33","33","33","39","33","33","33","33","33","33","33","33","33","36","36","36","37","37","37","37","37","37","37","37","37","38","39","39","39","39","39","39","39","39","39","39","39","39","39","39","39","39","39",,,,,,,,,,,,,,,,,,,,,,,,,,,
"1806","MANGUALDE",,,,,,,,,,,,,,,,,"11","12","34","35","50","50","50","50","51","53","60","61","59","59","62","63","63","78","70","70","70","70","71","71","71","74","75","75","75","76","76","77","77","77","77","77","77","78","78","78","78","78","78","78","78","78","78","78","78","78","78","78","78","78","78","78","78",,,,,,,,,,,,,,,,,,,,,,,,,,,
"1807","MOIMENTA DA BEIRA",,,,,,,,,,,,,"3","3","3","3","5","7","8","8","8","8","7","9","10","10","11","11","11","11","11","11","11","15","11","11","11","11","12","12","13","13","14","14","14","13","13","13","13","13","13","15","15","15","15","15","15","15","15","15","15","15","15","15","15","15","15","15","15","15","15","15","15",,,,,,,,,,,,,,,,,,,,,,,,,,,
"1808","MORTÁGUA",,,,,,,,,"3","3","3",,,,,,,,,,,,,"3","3","3","4","4","4","4","4","5","5","11","8","8","8","8","7","7","7","7","8","8","9","9","9","10","10","10","11","11","11","11","11","11","11","11","11","11","11","11","11","11","11","11","11","11","11","11","11","11","11",,,,,,,,,,,,,,,,,,,,,,,,,,,
"1809","NELAS",,,"3","3","4","4","5","4","7","7","8","9","9","9","9","10","12","13","13","13","13","13","12","13","13","13","14","14","14","14","14","14","14","19","14","14","14","14","15","15","15","15","19","19","19","19","19","19","19","19","19","19","19","19","19","19","19","19","19","19","19","19","19","19","19","19","19","19","19","19","19","19","19",,,,,,,,,,,,,,,,,,,,,,,,,,,
"1810","OLIVEIRA DE FRADES",,,,,"3","7","7","6","6","7","7","7","7","7","7","8","8","8","8","8","8","8","8","6","6","6","7","7","7","7","8","8","8","12","8","8","8","8","9","9","9","9","11","11","11","12","12","12","12","12","12","12","12","12","12","12","12","12","12","12","12","12","12","12","12","12","12","12","12","12","12","12","12",,,,,,,,,,,,,,,,,,,,,,,,,,,
"1811","PENALVA DO CASTELO",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1812","PENEDONO",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1813","RESENDE",,,"3","9","32","26","27","35","36","37","37","42","45","45","52","52","53","53","53","53","53","53","54","57","57","59","59","61","59","60","61","61","62","64","66","67","67","67","62","62","62","62","62","62","62","63","63","63","63","63","63","63","63","64","64","64","64","64","64","64","64","64","64","64","64","64","64","64","64","64","64","64","64",,,,,,,,,,,,,,,,,,,,,,,,,,,
"1814","SANTA COMBA DÃO",,,,,,,,,,,,,,,,,,,"3","4","4","4","4","5","6","7","8","8","8","8","9","9","9","9","9","9","9","9","9","9","9","9","9","9","9","9","9","9","9","9","9","9","9","9","9","9","9","9","9","9","9","9","9","9","9","9","9","9","9","9","9","9","9",,,,,,,,,,,,,,,,,,,,,,,,,,,
"1815","SÃO JOÃO DA PESQUEIRA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1816","SÃO PEDRO DO SUL",,,,,,"3","3","3","3","4","4","6","6","6","6","6","7","7","8","8","8","8","7","8","8","8","8","8","7","7","8","8","8","9","8","8","8","8","6","6","6","6","9","9","9","9","9","9","9","9","9","9","9","9","9","9","9","9","9","9","9","9","9","9","9","9","9","9","9","9","9","9","9",,,,,,,,,,,,,,,,,,,,,,,,,,,
"1817","SÁTÃO",,,,,,,,,,,,,,,,,"5","5","5","5","5","5","5","5","5","7","7","7","7","7","7","7","7","8","7","7","7","7","7","7","7","7","7","7","7","7","7","8","8","8","8","8","8","8","8","8","8","8","8","8","8","8","8","8","8","8","8","8","8","8","8","8","8",,,,,,,,,,,,,,,,,,,,,,,,,,,
"1818","SERNANCELHE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6",,,,,"4","4","4","5","5","5","5","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6",,,,,,,,,,,,,,,,,,,,,,,,,,,
"1819","TABUAÇO",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1820","TAROUCA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1821","TONDELA",,,,,,,,,,,,,,,,,"7","8","7","8","8","8","8","8","9","10","13","13","13","13","12","13","13","13","13","13","13","13","12","12","12","12","14","14","14","13","13","13","13","13","13","13","13","13","13","13","13","13","13","13","13","13","13","13","13","13","13","13","13","13","13","13","13",,,,,,,,,,,,,,,,,,,,,,,,,,,
"1822","VILA NOVA DE PAIVA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1823","VISEU","6","11","20","21","21","20","28","19","21","22","24","29","33","33","36","37","55","62","65","68","69","69","61","67","71","72","74","75","79","78","81","81","81","101","83","83","83","83","80","80","80","80","95","95","94","97","97","98","99","99","99","98","98","98","98","98","98","98","98","99","99","99","99","100","101","101","101","101","101","101","101","101","101",,,,,,,,,,,,,,,,,,,,,,,,,,,
"1824","VOUZELA",,,,,,,,,,,,,,,,,,,,,,,,"3","4","4","5","5","5","6","6","6","6","8","6","6","7","7","8","8","8","8","8","8","8","8","8","8","8","8","8","8","8","8","8","8","8","8","8","8","8","8","8","8","8","8","8","8","8","8","8","8","8",,,,,,,,,,,,,,,,,,,,,,,,,,,
"3101","CALHETA",,,,,,"4","4","5","5","5","5","4",,,,,,,,,,,,,,,,,,,,,"4","4",,"3","3","3","6","5","5","5","6",,,"4","4",,"4","4","4","4","4","4","4","4","4","4","4",,,"4","4","4","4","4","4","4","4","4","4","4","4",,,,,,,,,,,,,,,,,,,,,,,,,,,
"3102","CÂMARA DE LOBOS","3","3",,,"4","6","6","6","7","7","7","7","7","7","7","7","7","7","7","7","7","7","8","8","8","9","18","34","35","35","34","34","34","41","34","34","34","34","34","34","34","35","35","35","35","38","38","4","38","38","38","38","38","38","38","38","38","38","38","4","4","38","38","38","38","39","41","41","41","41","41","41","41",,,,,,,,,,,,,,,,,,,,,,,,,,,
"3103","FUNCHAL","10","10",,,"16","23","23","18","20","20","20","20","20","21","21","21","21","26","26","26","26","27","27","27","27","26","26","26","30","30","30","30","30","26","30","30","30","30","30","30","30","30","30","26","26","26","26","26","26","26","26","26","26","26","26","26","26","26","26","26","26","26","26","26","26","26","26","26","26","26","26","26","26",,,,,,,,,,,,,,,,,,,,,,,,,,,
"3104","MACHICO",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"3105","PONTA DO SOL",,,,,,"5","5","5","5","5","5","6","6","6","6","6","6","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","6","5","5","5","5","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6",,,,,,,,,,,,,,,,,,,,,,,,,,,
"3106","PORTO MONIZ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"3107","RIBEIRA BRAVA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"3108","SANTA CRUZ",,,,,,"4","4","4","4","4","4","4","4","4","4","4","4","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","5","6","6","6","6","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5",,,,,,,,,,,,,,,,,,,,,,,,,,,
"3109","SANTANA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"3110","SÃO VICENTE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"3201","PORTO SANTO",,,,,,,"3",,"4","4","4","4","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","7","5","5","5","5","5","4","5","5","5","5","5","5","5","5","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4",,,,,,,,,,,,,,,,,,,,,,,,,,,
"4101","VILA DO PORTO",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"4201","LAGOA",,,,,,,,,,,,,,,,"3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"4202","NORDESTE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5","5","32","8","8","8","8",,"12","12","12","12","12","14","14","14","14","14","16","17","18","18","24","28","28","28","28","28","29","29","29","29","29","29","29","29","29","30","30","32","32","32",,,,,,,,,,,,,,,,,,,,,,,,,,,
"4203","PONTA DELGADA",,,,,,"7","7",,,,,,,,,,,,,,,,"3","3","3","7","7","7","4","4","4","4","4","8","5","5","5","5","8","8","8","8","8","8","8","8","8","8","8","8","8","8","8","8","8","8","8","8","8","8","8","8","8","8","8","8","8","8","8","8","8","8","8",,,,,,,,,,,,,,,,,,,,,,,,,,,
"4204","POVOAÇÃO",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"4205","RIBEIRA GRANDE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"4206","VILA FRANCA DO CAMPO",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"4301","ANGRA DO HEROÍSMO",,,,,,"5","5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"4302","PRAIA DA VITÓRIA",,,,,,"3","5","5","5","5","7","7","7","7","7","7","8","8","8","8","8","8","7","7","7","7","7","7","7","7","7","7","7","7","7","7","7","7","7","7","7","7","7","7","7","7","7","7","7","7","7","7","7","7","7","7","7","7","7","7","7","7","7","7","7","7","7","7","7","7","7","7","7",,,,,,,,,,,,,,,,,,,,,,,,,,,
"4401","SANTA CRUZ DA GRACIOSA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4","4","4",,,,,,,,,,,,,,,,,,,,,,,,,,,
"4501","CALHETA DE SÃO JORGE",,,,,"4",,,,,,,,"4","4","4","4","4","4","4","4","5","5","4","5","4","4","4","4","6","5","5","5",,,"4",,,,,,,,,"5","5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"4502","VELAS",,,,,"5","6","6","5","5","5","5","5","5","5","5","5","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","5","6","6","6","6","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5",,,,,,,,,,,,,,,,,,,,,,,,,,,
"4601","LAJES DO PICO",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"4602","MADALENA",,,,,"3","3","3","3","4","4","4","4","4","4","4","4","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5",,,,,,,,,,,,,,,,,,,,,,,,,,,
"4603","SÃO ROQUE DO PICO",,,,,,,"3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","4","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","4",,,,,,,,,,,,,,,,,,,,,,,,,,,
"4701","HORTA",,,,,"4","4","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6",,,,,,,,,,,,,,,,,,,,,,,,,,,
"4801","LAJES DAS FLORES",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"4802","SANTA CRUZ DAS FLORES",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"4901","CORVO",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
